title,author,state,source,district,openLibraryKey,isbn,availability,cover_url
Men Without Women,"Murakami, Haruki",FL,A,,/works/OL34944508W,9780385689465,Unknown,https://covers.openlibrary.org/b/isbn/9780385689465-M.jpg?default=false
Heart of Stone,"Murphy, C.E.",FL,A,,/works/OL8032267W,0373802927,private,https://covers.openlibrary.org/b/isbn/0373802927-M.jpg?default=false
Dead End,"Myers, Jason",FL,A,,/works/OL22424952W,1442414308,private,https://covers.openlibrary.org/b/isbn/1442414308-M.jpg?default=false
Street Love,"Myers, Walter Dean",FL,A,,/works/OL98281W,0061783374,Unknown,https://covers.openlibrary.org/b/isbn/0061783374-M.jpg?default=false
"l8r, g8r","Myracle, Lauren",FL,A,,/works/OL5717635W,9780810970861,borrow_available,https://covers.openlibrary.org/b/isbn/9780810970861-M.jpg?default=false
"Peace, Love, and Baby Ducks","Myracle, Lauren",FL,A,,/works/OL5717623W,9781101057155,private,https://covers.openlibrary.org/b/isbn/9781101057155-M.jpg?default=false
Rhymes with Witches,"Myracle, Lauren",FL,A,,/works/OL5717631W,0810958597,borrow_available,https://covers.openlibrary.org/b/isbn/0810958597-M.jpg?default=false
Shine,"Myracle, Lauren",FL,A,,/works/OL16261093W,1419701843,borrow_available,https://covers.openlibrary.org/b/isbn/1419701843-M.jpg?default=false
The Infinite Moment of Us,"Myracle, Lauren",FL,A,,/works/OL19968347W,9780606361507,borrow_available,https://covers.openlibrary.org/b/isbn/9780606361507-M.jpg?default=false
ttfn,"Myracle, Lauren",FL,A,,/works/OL5717624W,0810959712,borrow_available,https://covers.openlibrary.org/b/isbn/0810959712-M.jpg?default=false
ttyl,"Myracle, Lauren",FL,A,,/works/OL5717627W,9780810948211,borrow_available,https://covers.openlibrary.org/b/isbn/9780810948211-M.jpg?default=false
yolo,"Myracle, Lauren",FL,A,,/works/OL19989446W,1419716654,borrow_available,https://covers.openlibrary.org/b/isbn/1419716654-M.jpg?default=false
The Art of Hana-Kimi,"Nakajo, Hisaya",FL,A,,/works/OL8782178W,9781421507293,Unknown,https://covers.openlibrary.org/b/isbn/9781421507293-M.jpg?default=false
Linden Hills,"Naylor, Gloria",FL,A,,/works/OL134424W,9780899193571,borrow_available,https://covers.openlibrary.org/b/isbn/9780899193571-M.jpg?default=false
The Men of Brewster Place,"Naylor, Gloria",FL,A,,/works/OL134419W,0805054839,borrow_available,https://covers.openlibrary.org/b/isbn/0805054839-M.jpg?default=false
The Women of Brewster Place: A Novel in Seven Stories,"Naylor, Gloria",FL,A,,/works/OL8690497M,9781568657677,Unknown,
Like a Love Story,"Nazemian, Abdi",FL,A,,/works/OL20152946W,0062839381,Unknown,
Getting Somewhere,"Neff, Beth",FL,A,,/works/OL15946575W,110155973X,private,
On the Volcano,"Nelson, James",FL,A,,/works/OL1099513W,1567672590,open,
Suite Francaise,"Nemirovsky, Irene",FL,A,,/works/OL1308096W,0701178965,borrow_available,https://covers.openlibrary.org/b/isbn/0701178965-M.jpg?default=false
Everything I Never Told You,"Ng, Celeste",FL,A,,/works/OL17295077W,9780349134291,private,
Little Fires Everywhere,"Ng, Celeste",FL,A,,/works/OL17821431W,1635461219,Unknown,
The Sympathizer,"Nguyen, Viet Thanh",FL,A,,/works/OL17345497W,9781472151735,private,https://covers.openlibrary.org/b/isbn/9781472151735-M.jpg?default=false
We Are All Made of Molecules,"Nielsen, Susin",FL,A,,/works/OL19355613W,0553496891,Unknown,https://covers.openlibrary.org/b/isbn/0553496891-M.jpg?default=false
The Time Traveler's Wife,"Niffenegger, Audrey",FL,A,,/works/OL43044150W,,private,
Holding Up the Universe,"Niven, Jennifer",FL,A,,/works/OL20037217W,9781536438543,private,
Everlasting,"Noël, Alyson",FL,A,,/works/OL15875905W,9780312642075,private,https://covers.openlibrary.org/b/isbn/9780312642075-M.jpg?default=false
Evermore,"Noël, Alyson",FL,A,,/works/OL11929006W,9780312532758,private,https://covers.openlibrary.org/b/isbn/9780312532758-M.jpg?default=false
Night Star,"Noël, Alyson",FL,A,,/works/OL17496206W,0606264884,private,https://covers.openlibrary.org/b/isbn/0606264884-M.jpg?default=false
Where I End and You Begin,"Norton, Preston",FL,A,,/works/OL21201150W,148479835X,Unknown,
Sweat,"Nottage, Lynn",FL,A,,/works/OL20056930W,9781559365710,borrow_unavailable,https://covers.openlibrary.org/b/isbn/9781559365710-M.jpg?default=false
Plague in the Mirror,"Noyes, Deborah",FL,A,,/works/OL17506565W,9780763663568,borrow_available,
Back Roads,"O'Dell, Tawni",FL,A,,/works/OL12340W,0670834416,private,
Beasts,"Oates, Joyce Carol",FL,A,,/works/OL14958442W,0786262672,borrow_available,
The Assignation,"Oates, Joyce Carol",FL,A,,/works/OL14958405W,9780060972462,private,
We Were the Mulvaneys,"Oates, Joyce Carol",FL,A,,/works/OL14958461W,1429514728,private,https://covers.openlibrary.org/b/isbn/1429514728-M.jpg?default=false
Before I Fall,"Oliver, Lauren",FL,A,,/works/OL13763445W,9780061726804,private,https://covers.openlibrary.org/b/isbn/9780061726804-M.jpg?default=false
When the Emperor Was Divine,"Otsuka, Julie",FL,A,,/works/OL5956658W,0375432787,private,https://covers.openlibrary.org/b/isbn/0375432787-M.jpg?default=false
"Ars Amatoria; Or, The Art of Love",Ovid,FL,A,,/works/OL97725W,3050052767,open,
Metamorphoses,Ovid,FL,A,,/works/OL15292640W,0486427587,open,https://covers.openlibrary.org/b/isbn/0486427587-M.jpg?default=false
Where the Crawdads Sing,"Owens, Delia",FL,A,,/works/OL18766691W,0593187989,Unknown,https://covers.openlibrary.org/b/isbn/0593187989-M.jpg?default=false
Invisible Monsters Remix,"Palahniuk, Chuck",FL,A,,/works/OL16558149W,9781448129768,private,
Lullaby,"Palahniuk, Chuck",FL,A,,/works/OL18938W,9781446483992,borrow_available,
The Dogs of Babel,"Parkhurst, Carolyn",FL,A,,/works/OL5837521W,9781586215101,borrow_available,https://covers.openlibrary.org/b/isbn/9781586215101-M.jpg?default=false
The Learning Tree,"Parks, Gordon",FL,A,,/works/OL15831668W,0808514326,borrow_available,https://covers.openlibrary.org/b/isbn/0808514326-M.jpg?default=false
Bel Canto,"Patchett, Ann",FL,A,,/works/OL2046427W,9780007381791,borrow_available,
The Patron Saint of Liars,"Patchett, Ann",FL,A,,/works/OL2046441W,0449912051,private,https://covers.openlibrary.org/b/isbn/0449912051-M.jpg?default=false
Honeymoon,"Patterson, James",FL,A,,/works/OL167160W,0755305752,borrow_available,https://covers.openlibrary.org/b/isbn/0755305752-M.jpg?default=false
Sail,"Patterson, James",FL,A,,/works/OL167153W,9781846052545,borrow_available,https://covers.openlibrary.org/b/isbn/9781846052545-M.jpg?default=false
Sam's Letters to Jennifer,"Patterson, James",FL,A,,/works/OL167165W,9780755305742,borrow_available,https://covers.openlibrary.org/b/isbn/9780755305742-M.jpg?default=false
Sideways: The Shooting Script,"Payne, Alexander",FL,A,,/works/OL14950609W,9781557046550,Unknown,https://covers.openlibrary.org/b/isbn/9781557046550-M.jpg?default=false
A Day No Pigs Would Die,"Peck, Robert Newton",FL,A,,/works/OL1942337W,0788703633,private,
The Leftovers,"Perrotta, Tom",FL,A,,/works/OL20125903W,9780007453092,private,
The Street,"Petry, Ann",FL,A,,/works/OL48197W,9781470880507,private,https://covers.openlibrary.org/b/isbn/9781470880507-M.jpg?default=false
Out Stealing Horses,"Petterson, Per",FL,A,,/works/OL20917470W,9781555970703,Unknown,
Prague,"Phillips, Arthur",FL,A,,/works/OL6440003W,0375507876,Unknown,https://covers.openlibrary.org/b/isbn/0375507876-M.jpg?default=false
Fishtailing,"Phillips, Wendy",FL,A,,/works/OL16524228W,9781550504118,borrow_available,https://covers.openlibrary.org/b/isbn/9781550504118-M.jpg?default=false
A Spark of Light,"Picoult, Jodi",FL,A,,/works/OL19671335W,1984817310,Unknown,
Change of Heart: A Novel,"Picoult, Jodi",FL,A,,/works/OL29400369W,9781416586845,Unknown,
Handle with Care,"Picoult, Jodi",FL,A,,/works/OL891934W,9781741769777,private,
House Rules,"Picoult, Jodi",FL,A,,/works/OL891935W,9780743296434,Unknown,https://covers.openlibrary.org/b/isbn/9780743296434-M.jpg?default=false
Nineteen Minutes,"Picoult, Jodi",FL,A,,/works/OL891945W,1741769035,borrow_available,
Perfect Match,"Picoult, Jodi",FL,A,,/works/OL891949W,1740936876,private,https://covers.openlibrary.org/b/isbn/1740936876-M.jpg?default=false
Picture Perfect (JP),"Picoult, Jodi",FL,A,,/works/OL69612W,9780816725588,open,
Sing You Home,"Picoult, Jodi",FL,A,,/works/OL15521689W,9781439102725,private,https://covers.openlibrary.org/b/isbn/9781439102725-M.jpg?default=false
The Pact: A Love Story,"Picoult, Jodi",FL,A,,/works/OL891953W,0340838035,private,https://covers.openlibrary.org/b/isbn/0340838035-M.jpg?default=false
The Storyteller,"Picoult, Jodi",FL,A,,/works/OL16812429W,9781439102763,private,https://covers.openlibrary.org/b/isbn/9781439102763-M.jpg?default=false
The Tenth Circle,"Picoult, Jodi",FL,A,,/works/OL891950W,9780743286558,private,https://covers.openlibrary.org/b/isbn/9780743286558-M.jpg?default=false
A Year and a Day,"Pietrzyk, Leslie",FL,A,,/works/OL15858634W,9780061724268,private,https://covers.openlibrary.org/b/isbn/9780061724268-M.jpg?default=false
Thirst No. 4: The Shadow of Death,"Pike, Christopher",FL,A,,/works/OL25130369W,9781442413207,Unknown,
Thirst No. 5: The Sacred Veil,"Pike, Christopher",FL,A,,/works/OL25673872W,1442467320,Unknown,
Into White,"Pink, Randi",FL,A,,/works/OL20188374W,9781250070210,Unknown,https://covers.openlibrary.org/b/isbn/9781250070210-M.jpg?default=false
"It Doesn't Have to Be Awkward: Dealing with Relationships, Consent, and Other Hard-to-Talk-About Stuff","Pinsky, Drew",FL,A,,/works/OL25457921W,9780358396000,Unknown,
Yes Please,"Poehler, Amy",FL,A,,/works/OL17358374W,9780062435361,private,https://covers.openlibrary.org/b/isbn/9780062435361-M.jpg?default=false
Tinisima,"Poniatowska, Elena",FL,A,,/works/OL1871219W,9789684113053,borrow_available,https://covers.openlibrary.org/b/isbn/9789684113053-M.jpg?default=false
Behind the Shadows,"Potter, Patricia",FL,A,,/works/OL17375466W,0425224902,private,https://covers.openlibrary.org/b/isbn/0425224902-M.jpg?default=false
The Whistling Toilets,"Powell, Randy",FL,A,,/works/OL481918W,9780374483692,Unknown,https://covers.openlibrary.org/b/isbn/9780374483692-M.jpg?default=false
The Cabin,"Preston, Natasha",FL,A,,/works/OL34523910W,9781492618553,Unknown,https://covers.openlibrary.org/b/isbn/9781492618553-M.jpg?default=false
The Cellar,"Preston, Natasha",FL,A,,/works/OL17635842W,9781492600978,private,https://covers.openlibrary.org/b/isbn/9781492600978-M.jpg?default=false
"Caves, Graves, and Catacombs: Secrets from Beneath the Earth","Prior, Natalie Jane",FL,A,,/works/OL1697648W,9781864480962,borrow_available,https://covers.openlibrary.org/b/isbn/9781864480962-M.jpg?default=false
"Swann's Way: In Search of Lost Time, Vol. 1","Proust, Marcel",FL,A,,/works/OL40603375W,1548825190,Unknown,
The Book of Dust: La Belle Sauvage,"Pullman, Philip",FL,A,,/works/OL17827992W,2075144656,Unknown,https://covers.openlibrary.org/b/isbn/2075144656-M.jpg?default=false
Burning Glass,"Purdie, Kathryn",FL,A,,/works/OL17900779W,0062412388,private,
The Family,"Puzo, Mario",FL,A,,/works/OL1673259W,9500422786,borrow_available,https://covers.openlibrary.org/b/isbn/9500422786-M.jpg?default=false
"Gabi, a Girl in Pieces","Quintero, Isabel",FL,A,,/works/OL19987702W,0593082265,private,
The Elegant Gathering of White Snows,"Radish, Kris",FL,A,,/works/OL4120333W,9781419327643,private,
The Fountainhead,"Rand, Ayn",FL,A,,/works/OL731663W,9780451066299,private,
Punkzilla,"Rapp, Adam",FL,A,,/works/OL15170333W,0763630314,borrow_available,https://covers.openlibrary.org/b/isbn/0763630314-M.jpg?default=false
Beautiful,"Reed, Amy",FL,A,,/works/OL13645174W,9781416978312,private,https://covers.openlibrary.org/b/isbn/9781416978312-M.jpg?default=false
The Cute Girl Network,"Reed, M. K.",FL,A,,/works/OL19357099W,9781596437517,private,https://covers.openlibrary.org/b/isbn/9781596437517-M.jpg?default=false
Such a Fun Age,"Reid, Kiley",FL,A,,/works/OL20639693W,9781526612144,Unknown,https://covers.openlibrary.org/b/isbn/9781526612144-M.jpg?default=false
The Seven Husbands of Evelyn Hugo,"Reid, Taylor Jenkins",FL,A,,/works/OL18203673W,9781398542143,Unknown,
Stop in the Name of Pants!,"Rennison, Louise",FL,A,,/works/OL92950W,0061703427,borrow_available,https://covers.openlibrary.org/b/isbn/0061703427-M.jpg?default=false
Stone Fox,"Reynolder, John",FL,A,,/works/OL4316364W,0788704338,private,https://covers.openlibrary.org/b/isbn/0788704338-M.jpg?default=false
Wide Sargasso Sea,"Rhys, Jean",FL,A,,/works/OL1858668W,0786200731,borrow_available,
The Vampire Armand,"Rice, Anne",FL,A,,/works/OL77832W,9783596156269,borrow_available,https://covers.openlibrary.org/b/isbn/9783596156269-M.jpg?default=false
The Witching Hour,"Rice, Anne",FL,A,,/works/OL77817W,0140132031,borrow_available,https://covers.openlibrary.org/b/isbn/0140132031-M.jpg?default=false
Life,"Richards, Keith",FL,A,,/works/OL15426455W,9780297854395,private,https://covers.openlibrary.org/b/isbn/9780297854395-M.jpg?default=false
Juliet Takes a Breath,"Rivera, Gabby",FL,A,,/works/OL20027231W,1713625431,private,https://covers.openlibrary.org/b/isbn/1713625431-M.jpg?default=false
Redeeming Love,"Rivers, Francine",FL,A,,/works/OL21435W,9783501013502,private,https://covers.openlibrary.org/b/isbn/9783501013502-M.jpg?default=false
The Atonement Child,"Rivers, Francine",FL,A,,/works/OL17415538W,084230052X,borrow_available,https://covers.openlibrary.org/b/isbn/084230052X-M.jpg?default=false
Gulp: Adventures on the Alimentary Canal,"Roach, Mary",FL,A,,/works/OL17060785W,0393081575,private,https://covers.openlibrary.org/b/isbn/0393081575-M.jpg?default=false
Birthright,"Roberts, Nora",FL,A,,/works/OL111543W,0749934492,borrow_available,https://covers.openlibrary.org/b/isbn/0749934492-M.jpg?default=false
Whispers at Midnight,"Roberts, Peggy",FL,A,,/works/OL9629300W,9780821745298,Unknown,
The True and Outstanding Adventures of the Hunt Sisters,"Robinson, Elisabeth",FL,A,,/works/OL6034058W,9780316735025,private,https://covers.openlibrary.org/b/isbn/9780316735025-M.jpg?default=false
Normal People,"Rooney, Sally",FL,A,,/works/OL20150260W,8439736312,Unknown,https://covers.openlibrary.org/b/isbn/8439736312-M.jpg?default=false
Jack of Hearts (and other parts),"Rosen, L. C.",FL,A,,/works/OL19794573W,9780241365014,Unknown,
Portnoy's Complaint,"Roth, Philip",FL,A,,/works/OL74676W,0552085979,borrow_available,
The Casual Vacancy,"Rowling, J.K.",FL,A,,/works/OL16796166W,9781405519229,borrow_available,
The God of Small Things,"Roy, Arundhati",FL,A,,/works/OL1052138W,0060977493,borrow_available,https://covers.openlibrary.org/b/isbn/0060977493-M.jpg?default=false
All of Us with Wings,"Ruiz Keil, Michelle",FL,A,,/works/OL20842653W,9781641291354,Unknown,https://covers.openlibrary.org/b/isbn/9781641291354-M.jpg?default=false
Elegies for Angels Punks and Raging Queens,"Russell, Bill",FL,A,,/works/OL4305419W,0573695695,Unknown,https://covers.openlibrary.org/b/isbn/0573695695-M.jpg?default=false
If I Was Your Girl (MR),"Russo, Meredith",FL,A,,/works/OL21868175W,1085826783,Unknown,https://covers.openlibrary.org/b/isbn/1085826783-M.jpg?default=false
The Dead-Tossed Waves,"Ryan, Carrie",FL,A,,/works/OL11937564W,9780385906326,private,https://covers.openlibrary.org/b/isbn/9780385906326-M.jpg?default=false
Esperanza Rising,"Ryan, Pam Muñoz",FL,A,,/works/OL784051W,9780439398855,private,https://covers.openlibrary.org/b/isbn/9780439398855-M.jpg?default=false
And They Lived...,"Salvatore, Steven",FL,A,,/works/OL25489980W,9781547612123,Unknown,https://covers.openlibrary.org/b/isbn/9781547612123-M.jpg?default=false
Bait,"Sanchez, Alex",FL,A,,/works/OL5720754W,9781416937722,private,https://covers.openlibrary.org/b/isbn/9781416937722-M.jpg?default=false
"Option B: Facing Adversity, Building Resilience, and Finding Joy","Sandberg, Sheryl",FL,A,,/works/OL41527895W,1544862288,Unknown,
The Fool's Run,"Sandford, John",FL,A,,/works/OL152084W,9781585472970,private,https://covers.openlibrary.org/b/isbn/9781585472970-M.jpg?default=false
"Vampire, Interrupted","Sands, Lynsay",FL,A,,/works/OL5683007W,9780061229770,private,https://covers.openlibrary.org/b/isbn/9780061229770-M.jpg?default=false
Push,Sapphire,FL,A,,/works/OL47292W,9781784877361,private,https://covers.openlibrary.org/b/isbn/9781784877361-M.jpg?default=false
Blindness,"Saramago, José",FL,A,,/works/OL16212507W,0547554885,Unknown,
Jesus Land: A Memoir,"Scheeres, Julia",FL,A,,/works/OL8945256W,9781619020658,borrow_available,
Uses for Boys,"Scheidt, Erica Lorraine",FL,A,,/works/OL17767640W,9781250007117,private,https://covers.openlibrary.org/b/isbn/9781250007117-M.jpg?default=false
The Reader,"Schlink, Bernard",FL,A,,/works/OL14871157W,0375408266,borrow_available,https://covers.openlibrary.org/b/isbn/0375408266-M.jpg?default=false
Bully: A True Story of High School Revenge,"Schutze, Jim",FL,A,,/works/OL3252019W,9780380723331,borrow_available,https://covers.openlibrary.org/b/isbn/9780380723331-M.jpg?default=false
The Invisible Life of Addie LaRue,"Schwab, V. E.",FL,A,,/works/OL20796936W,3911399065,Unknown,https://covers.openlibrary.org/b/isbn/3911399065-M.jpg?default=false
The Gift of Forgiveness,"Schwarzenegger Pratt, Katherine",FL,A,,/works/OL19852894W,1844091902,Unknown,https://covers.openlibrary.org/b/isbn/1844091902-M.jpg?default=false
Living Dead Girl,"Scott, Elizabeth",FL,A,,/works/OL8165756W,9781416960607,private,https://covers.openlibrary.org/b/isbn/9781416960607-M.jpg?default=false
Lucky (AS),"Sebold, Alice",FL,A,,/works/OL1863530W,8588808536,borrow_available,https://covers.openlibrary.org/b/isbn/8588808536-M.jpg?default=false
The Lovely Bones,"Sebold, Alice",FL,A,,/works/OL5962664W,160024842X,borrow_available,https://covers.openlibrary.org/b/isbn/160024842X-M.jpg?default=false
Naked,"Sedaris, David",FL,A,,/works/OL2693083W,0748123040,borrow_available,
Peony in Love,"See, Lisa",FL,A,,/works/OL14927221W,0739344048,private,https://covers.openlibrary.org/b/isbn/0739344048-M.jpg?default=false
Equus,"Shaffer, Peter",FL,A,,/works/OL851882W,9780380003570,private,https://covers.openlibrary.org/b/isbn/9780380003570-M.jpg?default=false
Skin and Bones,"Shahan, Sherry",FL,A,,/works/OL17925096W,9780807573976,borrow_available,https://covers.openlibrary.org/b/isbn/9780807573976-M.jpg?default=false
Demon Apocalypse,"Shan, Darren",FL,A,,/works/OL5727116W,9789573323778,Unknown,
Forbidden Knowledge: From Prometheus to Pornography,"Shattuck, Roger",FL,A,,/works/OL157040W,9780312146023,borrow_available,https://covers.openlibrary.org/b/isbn/9780312146023-M.jpg?default=false
Tweak: Growing Up on Methamphetamines,"Sheff, Nic",FL,A,,/works/OL29310708W,9780739499627,Unknown,
The Stone Diaries,"Shields, Carol",FL,A,,/works/OL18343W,8429741259,borrow_available,
Sea Glass,"Shreve, Anita",FL,A,,/works/OL116674W,0316001449,private,https://covers.openlibrary.org/b/isbn/0316001449-M.jpg?default=false
Alichino,"Shurei, Kouyu",FL,A,,/works/OL8993376W,9781595324801,borrow_available,https://covers.openlibrary.org/b/isbn/9781595324801-M.jpg?default=false
The Food Chain (Play),"Silver, Nicky",FL,A,,/works/OL8721462W,1729045901,open,
Wilder,"Simonet, Andrew",FL,A,,/works/OL19765250W,0374309280,Unknown,
The Straight Girl's Guide to Sleeping with Chicks,"Sincero, Jen",FL,A,,/works/OL8453708W,9780743258531,Unknown,https://covers.openlibrary.org/b/isbn/9780743258531-M.jpg?default=false
The Silence and the Roar,"Sirees, Nihad",FL,A,,/works/OL25733043W,9781908968067,borrow_available,
